Rooms,Type,Price,Method,Regionname,Bathroom,Car,Landsize,Distance,Bedroom
4,h,1802500,S,Northern Metropolitan,1,3,533,24.3,2
4,h,1500000,VB,Northern Metropolitan,1,3,477,21.1,2
3,h,1310000,S,Northern Metropolitan,2,1,554,17.4,2
4,h,856000,S,Northern Metropolitan,1,2,226,14.5,4
2,u,320000,PI,Northern Metropolitan,2,2,1021,19.1,2
3,h,1190000,S,Northern Metropolitan,1,2,396,11.6,2
4,t,930000,PI,Eastern Metropolitan,2,2,725,16.9,2
4,h,1505000,S,Eastern Metropolitan,1,2,585,10.7,2
3,t,790000,S,Eastern Metropolitan,1,1,0,21.5,2
4,h,746000,S,Northern Metropolitan,2,2,503,17.8,3
4,u,505000,S,Northern Metropolitan,2,2,611,22.8,2
3,h,740000,SP,Northern Metropolitan,3,1,475,19.1,1
6,h,631000,S,Northern Metropolitan,1,2,0,17.1,3
7,h,735000,S,Northern Metropolitan,2,1,619,16.9,2
4,h,675000,S,Northern Metropolitan,2,1,160,16.2,2
3,h,589000,S,Northern Metropolitan,1,1,0,17.3,4
2,h,330000,S,Northern Metropolitan,2,1,291,20.1,3
4,h,1088000,S,Northern Metropolitan,1,1,464,18.8,2
4,h,780000,S,Northern Metropolitan,2,2,912,21.0,2
2,h,1005000,SP,Northern Metropolitan,1,2,0,23.7,2
4,h,792000,S,Western Metropolitan,3,3,1536,21.6,2
3,h,485000,S,Western Metropolitan,1,1,160,15.2,2
3,h,1390000,S,Southern Metropolitan,2,2,696,16.5,4
3,h,1300000,SA,Southern Metropolitan,1,2,638,16.0,2
4,h,1890000,S,Southern Metropolitan,1,1,0,14.3,3
3,u,1022500,S,Southern Metropolitan,1,3,503,22.7,2
3,h,1250000,VB,Southern Metropolitan,2,2,282,29.3,3
4,h,1290000,S,Eastern Metropolitan,1,2,244,20.1,2
4,h,1345000,S,Eastern Metropolitan,2,1,0,18.4,3
2,h,730000,S,Eastern Metropolitan,1,2,502,20.7,2
3,h,566000,S,Western Metropolitan,3,2,700,18.5,4
2,u,1017000,S,Southern Metropolitan,2,1,683,25.4,4
2,u,729000,S,Southern Metropolitan,1,0,438,16.5,3
5,h,2600000,VB,Southern Metropolitan,1,1,0,22.8,2
3,h,1650000,S,Southern Metropolitan,2,5,963,25.9,1
3,h,368000,SP,Northern Metropolitan,1,1,0,21.1,3
3,h,415000,S,Northern Metropolitan,1,1,156,16.8,3
3,h,455000,S,Northern Metropolitan,1,2,477,20.2,2
3,h,1587500,S,Southern Metropolitan,2,2,601,14.3,2
3,u,735000,SP,Northern Metropolitan,1,2,225,18.0,2
2,u,600000,SP,Southern Metropolitan,2,2,705,16.6,2
3,h,1295000,S,Southern Metropolitan,1,1,420,20.1,2
4,h,1275000,S,Southern Metropolitan,1,1,687,17.6,3
3,h,725000,S,South-Eastern Metropolitan,1,1,0,18.5,2
4,h,600000,S,South-Eastern Metropolitan,1,1,973,12.4,3
4,t,1600000,SP,Southern Metropolitan,1,2,388,18.4,3
5,h,1665000,S,Southern Metropolitan,1,1,253,17.6,4
3,h,1460000,S,Southern Metropolitan,1,1,0,19.3,2
1,u,275500,PI,Southern Metropolitan,1,1,0,19.9,3
4,h,1507000,S,Southern Metropolitan,3,1,519,20.4,4
2,t,385000,S,South-Eastern Metropolitan,1,2,638,17.6,3
3,h,716000,S,South-Eastern Metropolitan,2,3,617,21.9,3
3,h,635000,SP,South-Eastern Metropolitan,2,2,383,18.4,3
2,h,910000,S,Southern Metropolitan,2,1,327,19.5,3
3,h,912500,S,Southern Metropolitan,2,2,1061,17.5,3
4,h,1050000,S,Southern Metropolitan,1,1,0,23.5,2
3,h,1080000,S,Southern Metropolitan,2,1,605,13.6,3
2,h,595000,S,Southern Metropolitan,1,1,0,14.6,3
3,h,1250000,S,Southern Metropolitan,1,1,121,23.3,4
3,h,1030000,S,South-Eastern Metropolitan,1,1,250,12.5,2
3,h,1060000,S,South-Eastern Metropolitan,2,2,1200,13.5,3
3,h,980000,S,South-Eastern Metropolitan,1,1,201,17.3,3
3,h,1010000,S,South-Eastern Metropolitan,1,0,0,28.3,2
3,h,851500,S,South-Eastern Metropolitan,2,4,0,11.3,3
1,u,340000,PI,Northern Metropolitan,2,3,715,23.6,2
2,t,655000,S,Northern Metropolitan,1,2,650,22.7,2
4,h,1221000,S,Northern Metropolitan,1,4,687,21.0,2
2,t,807000,S,Northern Metropolitan,2,1,858,23.8,3
3,h,790000,S,Northern Metropolitan,1,0,300,23.5,3
3,h,751000,SP,Northern Metropolitan,1,1,825,23.2,3
4,h,895000,S,Northern Metropolitan,1,1,325,14.5,2
3,h,655000,SP,Northern Metropolitan,2,2,870,21.3,2
3,h,1260000,S,Northern Metropolitan,1,1,0,18.4,3
3,h,391000,S,Northern Metropolitan,2,2,563,18.9,2
3,h,446000,S,Northern Metropolitan,1,1,1011,24.0,2
4,h,520000,S,Northern Metropolitan,3,2,657,22.4,3
5,h,600000,SP,South-Eastern Metropolitan,2,3,440,17.1,3
3,h,650000,S,South-Eastern Metropolitan,1,1,429,15.6,3
3,h,601000,S,South-Eastern Metropolitan,1,1,414,15.5,2
3,h,526000,S,South-Eastern Metropolitan,1,2,0,22.3,4
3,h,2302000,S,Southern Metropolitan,1,1,0,16.3,3
4,h,905000,S,South-Eastern Metropolitan,2,1,400,12.8,2
4,h,882000,S,South-Eastern Metropolitan,1,2,533,14.2,3
3,h,1403000,S,Eastern Metropolitan,1,1,0,22.1,3
4,h,1408000,S,Eastern Metropolitan,2,2,625,16.5,2
4,t,855000,S,Eastern Metropolitan,1,1,0,20.9,4
3,h,1450000,PI,Eastern Metropolitan,1,1,0,16.9,2
5,h,1461800,SP,Eastern Metropolitan,2,2,758,24.0,3
4,h,1396000,S,Eastern Metropolitan,1,1,999,17.5,3
3,u,930000,S,Eastern Metropolitan,1,1,766,22.2,3
3,h,1730000,S,Eastern Metropolitan,1,1,88,13.6,2
5,h,1820000,S,Eastern Metropolitan,2,1,2020,17.8,4
4,h,770000,SP,Northern Victoria,3,2,463,19.8,5
2,h,4525000,S,Northern Metropolitan,1,1,0,20.2,6
3,h,1625000,S,Southern Metropolitan,2,1,0,18.1,4
2,h,906000,S,Southern Metropolitan,2,2,607,14.0,3
4,h,1100000,VB,Southern Metropolitan,2,2,189,11.6,4
3,h,870000,S,Eastern Metropolitan,1,1,480,12.1,3
4,h,874000,S,Eastern Metropolitan,1,2,309,13.9,4
1,u,392500,SP,Southern Metropolitan,2,4,568,14.9,2
2,u,507000,S,Southern Metropolitan,1,2,530,24.6,3
2,u,525000,S,Southern Metropolitan,1,1,235,25.1,2
2,u,750000,S,Southern Metropolitan,2,1,381,18.8,3
1,u,510000,S,Southern Metropolitan,1,1,0,22.9,2
2,u,599999,S,Southern Metropolitan,1,1,496,17.0,2
1,u,300000,S,Southern Metropolitan,1,1,0,19.3,3
2,h,462000,S,Eastern Victoria,1,1,0,19.5,3
3,u,580000,S,Northern Metropolitan,1,1,0,23.3,3
4,h,430000,SP,Northern Metropolitan,1,1,0,24.4,4
3,h,493000,S,Northern Metropolitan,2,2,490,22.7,2
4,h,505000,S,Northern Metropolitan,3,2,349,18.5,3
3,h,980000,VB,Western Metropolitan,2,1,743,21.5,3
2,u,531500,S,Western Metropolitan,1,1,0,21.2,3
3,h,1295000,PI,Western Metropolitan,1,1,0,18.7,3
4,h,1900000,S,Western Metropolitan,1,2,600,24.0,4
2,t,595000,S,Western Metropolitan,2,3,814,19.8,3
3,h,810000,PI,Western Metropolitan,1,4,553,20.3,3
3,h,1350000,PI,Northern Metropolitan,3,2,575,24.4,4
3,h,670000,S,Northern Metropolitan,1,1,285,16.9,2
3,h,535000,SP,Eastern Metropolitan,3,2,613,18.5,3
2,u,365000,PI,Northern Metropolitan,2,2,0,18.7,4
2,t,553000,S,Northern Metropolitan,1,2,382,17.5,3
4,h,1225000,SP,Western Metropolitan,1,1,0,16.7,4
2,u,431000,SP,Western Metropolitan,1,1,0,18.4,3
3,h,1003000,S,Western Metropolitan,1,2,0,22.6,3
3,h,840000,S,Western Metropolitan,1,1,453,21.4,4
3,h,1362000,S,Western Metropolitan,1,1,0,21.0,3
5,h,1587000,S,Eastern Metropolitan,1,1,0,22.3,4
3,h,660000,S,South-Eastern Metropolitan,1,3,590,17.1,2
4,h,590000,S,South-Eastern Metropolitan,1,1,496,20.0,3
3,h,615000,S,South-Eastern Metropolitan,1,0,128,15.4,2
4,h,584000,S,South-Eastern Metropolitan,2,2,0,18.8,3
3,h,452000,S,South-Eastern Metropolitan,2,2,0,11.6,3
4,h,800000,VB,South-Eastern Metropolitan,1,0,133,20.7,1
3,h,585000,S,South-Eastern Metropolitan,1,2,0,21.8,4
3,h,610000,S,South-Eastern Metropolitan,1,1,0,16.6,2
4,h,1311000,S,Northern Victoria,1,1,135,18.2,2
3,h,560000,SP,Western Metropolitan,1,1,186,20.8,5
4,h,1800000,VB,Southern Metropolitan,1,0,87,22.7,3
1,u,350000,VB,Southern Metropolitan,2,2,261,19.7,3
3,h,2260000,S,Southern Metropolitan,2,1,0,17.5,2
3,t,1753000,S,Southern Metropolitan,1,0,0,15.9,3
4,h,1998000,S,Southern Metropolitan,2,2,0,17.5,3
3,h,1011000,S,Eastern Metropolitan,4,2,337,17.5,3
4,h,1330000,SP,Eastern Metropolitan,2,1,138,20.2,2
3,h,1360000,SP,Eastern Metropolitan,2,1,187,21.6,2
5,t,1430000,S,Eastern Metropolitan,1,1,129,19.4,3
3,h,1364000,S,Eastern Metropolitan,1,1,113,17.5,3
2,u,587600,SP,Eastern Metropolitan,1,0,177,16.7,3
3,h,1505000,S,Eastern Metropolitan,1,1,0,16.5,2
3,h,610000,S,Northern Metropolitan,1,1,0,24.8,1
3,t,555000,SP,Northern Metropolitan,2,1,132,21.5,3
3,h,800000,S,Northern Metropolitan,2,1,261,25.3,3
3,h,806500,S,Northern Metropolitan,2,1,2782,21.1,4
5,h,1150000,PI,Northern Metropolitan,1,0,106,25.2,3
4,h,1250000,S,Northern Metropolitan,2,0,0,18.5,3
5,h,791500,SP,Northern Metropolitan,1,1,157,18.7,2
3,h,645000,S,Northern Metropolitan,1,1,0,17.4,2
3,h,1000000,S,Northern Metropolitan,1,1,782,13.6,2
4,h,686000,S,Northern Metropolitan,1,1,0,15.0,4
4,h,1030000,SP,Northern Metropolitan,1,1,0,10.4,2
2,h,610000,S,Northern Metropolitan,1,1,0,19.9,2
3,h,630000,S,Northern Metropolitan,2,1,64,21.5,5
4,h,870000,S,Northern Metropolitan,1,1,0,12.9,3
2,h,1871000,S,Southern Metropolitan,1,1,0,21.2,3
4,h,2140000,S,Southern Metropolitan,3,2,286,24.2,3
4,h,1600000,VB,Southern Metropolitan,1,1,196,19.1,3
3,t,2200000,VB,Southern Metropolitan,2,1,4332,20.0,3
3,h,1003500,S,Southern Metropolitan,1,0,104,30.4,3
2,u,802000,SP,Southern Metropolitan,1,0,107,21.3,4
4,t,1500000,VB,Southern Metropolitan,1,0,152,27.9,3
4,h,1686500,S,Southern Metropolitan,2,1,266,26.9,1
3,h,5100000,S,Southern Metropolitan,1,1,0,21.7,3
4,h,2670000,S,Southern Metropolitan,1,0,249,18.9,4
3,h,1480000,S,Southern Metropolitan,1,1,150,17.9,4
1,u,348000,S,Southern Metropolitan,2,1,112,19.4,4
1,u,320000,VB,Southern Metropolitan,2,1,0,19.6,2
3,u,1189000,S,Southern Metropolitan,2,1,4296,22.7,4
2,h,1550000,S,Southern Metropolitan,1,0,275,22.2,4
3,h,2151000,S,Southern Metropolitan,3,1,188,24.4,4
2,h,1140000,S,Southern Metropolitan,2,3,818,25.8,2
3,h,837000,S,Eastern Metropolitan,1,0,185,11.4,2
2,u,546500,S,Eastern Metropolitan,2,1,188,14.7,2
3,h,560000,SP,Eastern Metropolitan,2,2,285,16.0,2
4,h,1380000,S,Southern Metropolitan,1,1,223,29.6,2
4,h,1800000,S,Southern Metropolitan,2,1,104,16.5,3
3,t,1100000,PI,Southern Metropolitan,1,1,254,14.3,4
3,h,1000000,S,Southern Metropolitan,2,1,351,18.2,3
4,h,1207500,S,Southern Metropolitan,1,0,148,20.4,4
3,h,382000,S,Western Metropolitan,2,1,240,12.8,3
5,h,683000,SP,Western Metropolitan,1,0,136,18.5,3
3,h,444000,S,Western Metropolitan,2,2,0,23.1,3
3,h,390000,SP,Western Metropolitan,1,1,0,23.9,2
5,h,488000,S,Western Metropolitan,1,2,0,18.0,3
3,h,465000,S,Western Metropolitan,3,2,127,18.2,2
3,h,420000,SP,Western Metropolitan,1,0,106,16.2,4
3,h,1490000,S,Southern Metropolitan,2,1,77,25.1,2
3,h,1340000,S,Southern Metropolitan,1,1,225,18.7,4
2,u,430000,VB,Eastern Metropolitan,1,3,382,18.0,3
1,u,460000,SP,Eastern Metropolitan,1,2,487,17.5,1
4,h,1601000,S,Eastern Metropolitan,1,1,0,21.6,2
4,h,1775000,S,Eastern Metropolitan,1,0,0,21.8,3
5,h,3850000,SP,Eastern Metropolitan,1,0,153,18.2,3
3,h,470000,S,Northern Metropolitan,1,2,475,21.2,1
4,h,740000,SP,Western Metropolitan,1,0,100,23.9,2
4,h,681000,S,Western Metropolitan,2,0,357,14.9,2
3,t,770000,SP,Western Metropolitan,3,2,157,18.7,2
3,t,480000,S,Western Metropolitan,1,0,370,23.3,2
3,h,590000,S,Western Metropolitan,1,1,203,23.1,3
4,h,900000,S,Western Metropolitan,2,1,197,20.9,2
2,h,775000,S,Northern Metropolitan,1,0,309,20.7,2
2,u,562500,S,Southern Metropolitan,2,0,202,12.8,2
4,h,2250000,S,Southern Metropolitan,1,0,193,19.0,3
5,h,4350000,S,Southern Metropolitan,1,1,0,12.2,4
3,h,422500,SP,Western Metropolitan,1,2,204,15.7,3
3,u,480000,PI,Northern Metropolitan,2,1,118,24.1,3
2,h,677200,SP,Western Metropolitan,1,0,160,20.0,2
3,h,960000,S,Western Metropolitan,2,1,0,17.9,4
4,h,1077000,SP,Eastern Metropolitan,1,2,364,19.0,3
3,h,750000,SP,Eastern Metropolitan,1,1,168,15.8,3
3,h,662000,S,Northern Metropolitan,1,2,255,21.9,3
2,h,568000,S,Northern Metropolitan,1,1,2077,21.2,3
3,h,580000,SP,Northern Metropolitan,1,1,0,16.4,4
3,h,525000,S,Eastern Victoria,1,1,0,22.7,2
3,h,706000,S,Northern Metropolitan,2,0,167,27.4,2
3,h,1002000,S,Northern Metropolitan,1,1,0,20.1,2
2,u,275000,PI,Western Metropolitan,1,0,294,16.4,3
2,h,711000,S,Western Metropolitan,1,1,272,13.3,3
3,t,640000,SP,Western Metropolitan,1,1,193,19.3,2
2,u,2660000,S,Southern Metropolitan,1,0,136,21.0,4
3,u,980000,S,Southern Metropolitan,1,0,225,16.5,3
4,h,2400000,VB,Southern Metropolitan,1,0,202,20.2,3
4,h,2355000,S,Southern Metropolitan,1,1,142,23.4,2
4,h,1301000,PI,Southern Metropolitan,1,0,162,18.8,4
3,h,2273000,S,Southern Metropolitan,1,1,313,23.0,2
5,h,2350000,PI,Southern Metropolitan,2,2,0,16.4,3
3,t,800000,SP,Western Metropolitan,1,1,0,21.3,3
3,h,870000,SP,Western Metropolitan,1,1,0,22.9,3
2,u,635000,PI,Western Metropolitan,1,1,0,16.8,2
2,t,708000,S,Southern Metropolitan,2,1,0,17.0,2
1,u,365000,S,Northern Metropolitan,1,1,0,5.0,3
1,u,427000,S,Northern Metropolitan,1,1,0,23.2,2
2,u,1200000,VB,Northern Metropolitan,2,0,179,14.2,3
4,h,323000,SP,Western Victoria,1,0,165,21.1,3
1,u,295000,S,South-Eastern Metropolitan,1,1,244,19.1,3
3,h,1105000,S,South-Eastern Metropolitan,1,1,172,14.8,4
2,u,481000,S,South-Eastern Metropolitan,1,1,0,22.4,3
3,h,2350000,S,Southern Metropolitan,1,0,0,15.6,3
4,h,710500,S,Northern Metropolitan,2,1,319,23.6,3
4,h,652500,SP,Northern Metropolitan,1,1,0,24.7,5
3,h,600000,S,Northern Metropolitan,1,1,292,21.5,3
4,h,840000,S,Northern Metropolitan,1,0,164,20.7,2
3,h,492000,S,Northern Metropolitan,2,0,497,13.6,2
4,h,1090000,S,Eastern Metropolitan,2,1,154,27.5,2
3,h,1062000,S,Eastern Metropolitan,2,2,204,22.3,4
3,h,975000,S,Eastern Metropolitan,1,1,0,19.7,3
3,h,1010000,S,Eastern Metropolitan,2,2,250,26.4,4
4,h,1715000,S,Western Metropolitan,1,3,2794,26.5,3
3,h,1055000,S,Western Metropolitan,1,1,0,18.7,3
2,u,348000,S,Western Metropolitan,1,1,556,25.7,2
4,h,930000,VB,Southern Metropolitan,1,0,0,15.9,2
3,h,1090000,SP,Southern Metropolitan,1,1,361,14.0,3
4,h,947500,S,Southern Metropolitan,1,1,665,17.3,2
3,h,836000,S,Southern Metropolitan,1,1,0,18.8,2
3,h,900000,VB,South-Eastern Metropolitan,1,0,215,16.7,2
2,u,380000,PI,South-Eastern Metropolitan,1,2,200,20.7,2
3,h,1450000,S,Eastern Metropolitan,1,3,585,19.8,3
5,h,1450000,PI,Eastern Metropolitan,1,2,411,17.4,2
5,h,1495000,S,Eastern Metropolitan,1,2,277,23.0,2
2,u,740000,S,Eastern Metropolitan,1,1,0,15.5,2
3,h,1300000,S,Eastern Metropolitan,1,0,210,19.2,3
4,h,1855500,S,Eastern Metropolitan,1,1,0,20.9,3
4,h,1050000,PI,Eastern Metropolitan,2,2,164,21.2,2
3,h,976000,S,Eastern Metropolitan,2,1,197,13.1,1
5,h,1850000,S,Eastern Metropolitan,1,2,657,19.5,1
4,h,990000,S,South-Eastern Metropolitan,2,1,8680,19.0,2
4,t,1185000,PI,Southern Metropolitan,1,1,111,21.6,1
3,h,900000,SP,Western Metropolitan,1,2,323,21.4,2
3,h,930000,SP,Western Metropolitan,1,1,0,14.0,2
3,t,962000,S,Western Metropolitan,1,1,0,25.0,1
3,h,1020000,PI,Western Metropolitan,2,1,65,15.9,3
1,h,1330000,S,Western Metropolitan,1,1,184,19.8,3
4,h,1126000,SP,Western Metropolitan,1,1,0,22.2,2
3,t,623000,SP,South-Eastern Metropolitan,1,3,207,25.8,1
2,u,540000,S,Northern Metropolitan,1,1,246,13.0,2
1,u,340000,S,Northern Metropolitan,1,1,0,20.0,2
3,h,918000,SP,Southern Metropolitan,0,0,0,17.1,1
3,h,1090000,S,Eastern Metropolitan,2,1,0,23.6,3
4,t,950000,PI,Eastern Metropolitan,2,1,266,22.3,2
3,h,1235000,SP,Eastern Metropolitan,1,1,0,17.9,3
2,h,1250000,S,Eastern Metropolitan,1,2,522,18.7,2
3,h,1226000,SP,Eastern Metropolitan,2,2,322,16.5,5
3,u,647000,S,Northern Metropolitan,1,1,0,14.5,3
4,h,865000,S,Northern Metropolitan,1,1,0,10.2,3
3,h,981000,S,South-Eastern Metropolitan,1,1,4727,15.9,1
4,h,1100000,S,South-Eastern Metropolitan,1,1,0,12.8,1
3,h,1401000,SP,Southern Metropolitan,1,2,253,18.7,2
3,h,800000,PI,Southern Metropolitan,2,1,0,22.4,2
4,h,2250000,PI,Southern Metropolitan,1,1,212,8.0,3
4,h,1715000,S,Southern Metropolitan,1,1,320,24.1,2
3,h,1050000,S,South-Eastern Metropolitan,1,1,0,23.8,1
3,u,1360000,S,Northern Metropolitan,1,1,313,18.8,1
2,t,455000,SP,Northern Metropolitan,2,2,0,22.9,2
2,h,915000,S,Northern Metropolitan,1,1,132,23.9,2
4,h,975000,S,Northern Metropolitan,1,2,272,25.0,2
3,h,770000,S,Northern Metropolitan,1,3,285,12.5,3
3,t,655000,PI,South-Eastern Metropolitan,2,1,0,23.1,3
3,h,600000,S,Western Metropolitan,1,1,1783,18.6,2
4,h,640000,S,Western Metropolitan,1,1,125,17.4,2
4,h,551000,S,Western Metropolitan,2,1,128,17.9,2
5,h,890000,SP,Western Metropolitan,1,0,190,19.1,3
3,h,2365000,S,Southern Metropolitan,1,1,211,25.2,2
3,u,1380000,S,Southern Metropolitan,1,4,378,16.5,3
3,h,1150000,S,Southern Metropolitan,1,1,0,20.7,4
3,h,985000,S,Southern Metropolitan,1,1,0,21.9,2
2,u,1340000,VB,Southern Metropolitan,2,2,196,24.1,2
3,h,2200000,S,Southern Metropolitan,1,1,0,21.4,4
4,h,2105000,S,Southern Metropolitan,1,1,0,23.3,2
1,u,549800,S,Southern Metropolitan,1,2,260,17.9,3
3,h,1200000,PI,Northern Metropolitan,1,0,238,26.8,4
3,h,721000,S,Northern Metropolitan,2,1,319,12.9,4
3,h,751000,S,Northern Metropolitan,2,2,98,12.1,3
3,h,731000,S,Northern Metropolitan,1,0,0,17.4,5
3,h,798000,S,Northern Metropolitan,1,1,0,27.9,4
3,h,725000,S,Northern Metropolitan,1,0,268,15.7,3
2,u,352000,SP,Northern Metropolitan,2,0,458,19.9,5
2,u,336000,S,Northern Metropolitan,2,1,0,25.1,3
3,h,685000,S,Northern Metropolitan,2,1,369,24.4,5
3,t,620000,S,Northern Metropolitan,2,2,102,29.5,3
3,h,620000,PI,Northern Metropolitan,1,1,799,18.5,2
3,h,1025000,S,Northern Metropolitan,1,1,355,22.0,4
3,h,1600000,S,Northern Metropolitan,1,2,274,21.7,3
3,h,2180000,PI,Northern Metropolitan,2,3,680,27.1,4
3,t,1025000,SP,Northern Metropolitan,3,2,856,16.1,4
2,u,630000,S,Northern Metropolitan,3,2,919,12.1,3
4,h,3335000,S,Northern Metropolitan,2,2,868,14.3,3
4,u,580000,VB,Eastern Metropolitan,2,2,375,12.7,4
5,h,1300000,PI,Eastern Metropolitan,1,1,0,19.7,4
5,h,835000,S,South-Eastern Metropolitan,1,0,72,18.5,2
2,h,330000,S,Northern Metropolitan,1,1,753,9.5,5
3,h,385000,S,Northern Metropolitan,4,2,708,25.3,3
2,h,1610000,S,Southern Metropolitan,1,1,0,21.5,5
5,h,3600000,S,Southern Metropolitan,1,2,656,16.5,4
3,h,640000,VB,South-Eastern Metropolitan,1,2,660,11.2,4
3,h,970000,S,Western Metropolitan,3,4,619,11.2,3
2,h,920500,S,Southern Metropolitan,1,1,745,24.6,4
4,h,1620000,S,Southern Metropolitan,3,2,638,25.4,3
1,h,1002000,S,Southern Metropolitan,3,2,0,24.6,4
2,h,1355000,S,Southern Metropolitan,2,2,537,18.7,4
3,h,390000,S,Northern Metropolitan,1,1,0,23.8,3
2,u,850000,PI,Southern Metropolitan,2,2,904,18.5,4
2,u,965000,S,Southern Metropolitan,1,1,724,20.8,3
1,u,315000,PI,Southern Metropolitan,2,2,745,18.3,3
3,h,1510000,S,Southern Metropolitan,2,2,625,11.4,3
1,u,362000,S,Southern Metropolitan,2,2,859,16.1,3
1,u,402000,S,Southern Metropolitan,2,2,652,22.2,4
3,h,730000,S,South-Eastern Metropolitan,3,2,1184,23.1,3
4,h,775000,S,South-Eastern Metropolitan,1,1,0,18.7,3
3,h,590000,S,Western Metropolitan,2,2,591,23.1,3
3,h,661000,S,Western Metropolitan,2,2,662,14.7,3
2,u,671000,S,Southern Metropolitan,3,2,650,22.6,4
2,u,430000,S,Southern Metropolitan,2,2,281,27.8,3
2,h,1650000,S,Southern Metropolitan,2,2,630,14.1,3
2,u,640000,S,Southern Metropolitan,1,1,945,15.6,3
3,h,1500000,PI,Southern Metropolitan,0,0,207,20.1,3
2,u,602000,S,Southern Metropolitan,1,1,590,17.5,2
3,h,1915000,S,Southern Metropolitan,2,2,739,18.4,3
2,u,575000,SP,Southern Metropolitan,2,2,370,16.8,3
2,u,695000,SP,Southern Metropolitan,1,2,696,23.7,4
1,u,410000,SP,Southern Metropolitan,1,1,788,18.3,3
3,h,800000,PI,Western Metropolitan,2,2,659,21.7,2
2,h,710000,S,Western Metropolitan,3,4,0,17.2,3
3,h,488000,S,Western Metropolitan,1,3,650,18.3,4
3,h,560000,S,Western Metropolitan,2,2,669,20.2,4
3,h,615000,S,Western Metropolitan,1,1,63,12.6,3
3,t,1330500,S,Southern Metropolitan,1,2,0,24.0,4
3,t,1325000,SP,Southern Metropolitan,3,3,856,22.8,5
4,h,696000,S,Western Metropolitan,3,2,743,13.8,3
4,h,880000,S,Western Metropolitan,1,3,650,14.3,4
3,h,670000,S,Western Metropolitan,2,1,0,22.9,4
4,h,600000,S,Western Metropolitan,1,1,1097,17.1,3
4,h,842000,S,Western Metropolitan,1,2,123,19.4,4
4,h,951000,S,Western Metropolitan,1,1,829,16.3,3
4,t,850000,VB,Eastern Metropolitan,2,2,652,19.1,5
3,h,742500,S,Eastern Metropolitan,1,0,251,14.9,4
4,h,452500,SP,Northern Metropolitan,1,2,504,9.7,3
3,u,650000,S,Northern Metropolitan,3,2,648,21.5,3
2,u,470000,S,Northern Metropolitan,2,3,697,19.7,2
3,h,1470000,S,Northern Metropolitan,3,2,385,12.0,4
2,u,435000,PI,Northern Metropolitan,2,2,717,19.5,3
1,u,370000,VB,Northern Metropolitan,1,1,745,22.9,5
2,u,520000,S,Northern Metropolitan,3,1,696,13.8,3
3,h,4300000,VB,Southern Metropolitan,2,4,1005,17.9,3
3,h,1435000,S,Southern Metropolitan,3,3,660,16.3,4
4,h,5500000,VB,Southern Metropolitan,1,1,0,16.6,4
1,u,546000,S,Southern Metropolitan,1,3,663,25.6,4
3,h,1635000,S,Southern Metropolitan,2,2,751,13.2,3
3,h,580000,S,Western Metropolitan,1,1,84,13.7,3
3,h,865000,S,Eastern Metropolitan,3,2,650,18.8,4
4,h,1420000,S,Eastern Metropolitan,3,1,650,21.4,2
2,u,556000,S,Eastern Metropolitan,1,1,0,25.2,4
4,h,1010000,S,Eastern Metropolitan,1,2,623,14.8,3
3,h,880000,SP,Eastern Metropolitan,2,3,643,19.9,3
4,h,1250000,S,Eastern Metropolitan,3,2,676,22.4,4
4,h,885000,S,Eastern Metropolitan,2,2,278,22.6,3
3,h,660000,S,Northern Metropolitan,2,2,328,20.6,3
3,h,581000,S,Northern Metropolitan,2,2,205,13.5,3
3,h,655000,S,Northern Metropolitan,1,2,334,17.2,3
3,h,415000,SP,Western Metropolitan,1,2,664,15.2,4
3,h,437000,S,Western Metropolitan,3,1,299,18.5,3
5,h,690000,S,Western Metropolitan,2,2,0,28.5,4
1,u,300000,S,Western Metropolitan,1,1,0,24.3,3
3,h,1061000,S,Western Metropolitan,1,1,1069,18.6,3
6,h,1020000,PI,Western Metropolitan,0,0,0,8.4,4
2,u,565000,S,Western Metropolitan,1,1,412,13.0,0
3,h,1021000,S,Western Metropolitan,1,1,432,11.3,3
3,u,650000,S,Northern Metropolitan,1,2,652,20.3,4
4,h,1300000,SP,South-Eastern Metropolitan,4,4,802,19.5,4
3,h,1100000,PI,South-Eastern Metropolitan,2,4,885,24.6,3
4,h,890000,S,South-Eastern Metropolitan,3,2,366,17.8,2
3,u,890000,S,Western Metropolitan,1,0,0,19.6,3
2,u,580000,SP,Western Metropolitan,1,2,700,19.6,3
3,h,1850000,VB,Southern Metropolitan,2,3,733,12.1,2
3,u,825000,S,Southern Metropolitan,2,2,340,14.8,4
3,h,457500,S,Northern Metropolitan,3,3,778,21.7,5
4,h,555000,S,Northern Metropolitan,3,3,763,18.2,2
4,h,416000,S,Western Metropolitan,1,3,557,20.4,3
4,h,1550000,S,Western Metropolitan,1,2,650,18.1,3
3,h,871000,S,Western Metropolitan,3,2,1723,16.5,2
3,h,780000,S,Western Metropolitan,4,2,834,25.6,3
2,t,650000,VB,Western Metropolitan,3,2,859,13.9,3
3,h,770000,SP,Western Metropolitan,1,1,0,19.1,3
3,h,851000,S,Western Metropolitan,1,2,695,19.8,4
2,h,1035000,S,Northern Metropolitan,1,2,821,18.7,4
2,h,765000,SA,Western Metropolitan,2,2,668,22.2,3
2,t,720000,S,Western Metropolitan,1,1,59,14.8,4
